"","block","duration","reproduction","exp","sub","rep_err","prod_err","durn1_diff","ratio","trialn1","begins"
"16","2",3.60159985092008,3.46223337855918,"Vis/Mix","21",-0.139366472360904,0.387962486013806,-2.26885879175612,2.70240030961407,"Longer",1
"17","2",1.33274105916396,1.33384848595233,"Vis/Mix","21",0.00110742678836595,0.337224884954338,2.26885879175612,0.370041402246143,"Shorter",0
"18","3",16,11.9418634573485,"Vis/Mix","21",-4.05813654265149,0.389401187581814,-14.667258940836,12.0053328364003,"Longer",0
"19","3",5.92066243593828,4.98201999405501,"Vis/Mix","21",-0.938642441883276,0.325136960248782,10.0793375640617,0.370041402246143,"Shorter",0
"20","3",5.92066243593828,5.43002491211882,"Vis/Mix","21",-0.49063752381946,0.244979201547975,0,1,"Equal",0
"21","2",1.33274105916396,1.23821256148585,"Vis/Mix","21",-0.0945284976781122,0.336940780284493,4.58792137677432,0.225099990682505,"Shorter",0
"22","3",16,12.9974319313405,"Vis/Mix","21",-3.00256806865947,0.373877943889955,-14.667258940836,12.0053328364003,"Longer",0
"23","1",0.3,0.293856731848791,"Vis/Mix","21",-0.00614326815120886,0.457595179507916,15.7,0.01875,"Shorter",0
"24","1",0.810720092884221,0.645830322726397,"Vis/Mix","21",-0.164889770157824,0.299275486939369,-0.510720092884221,2.70240030961407,"Longer",0
"25","3",9.73296455223241,5.84561336144907,"Vis/Mix","21",-3.88735119078334,0.38497406484097,-8.92224445934819,12.0053328364003,"Longer",0
"26","3",16,17.2054980776193,"Vis/Mix","21",1.20549807761926,0.549425580760715,-6.2670354477676,1.64389790121348,"Longer",0
"27","2",1.33274105916396,1.04593724336883,"Vis/Mix","21",-0.286803815795139,0.321194118473358,14.667258940836,0.0832963161977477,"Shorter",0
"28","3",9.73296455223241,8.30939077637231,"Vis/Mix","21",-1.4235737758601,0.416595673189329,-8.40022349306844,7.30296743340222,"Longer",0
"29","2",2.19089023002067,2.61397279258745,"Vis/Mix","21",0.423082562566781,0.390886524618911,7.54207432221174,0.225099990682505,"Shorter",0
"30","2",3.60159985092008,3.60593900135063,"Vis/Mix","21",0.00433915043055455,0.404516872110493,-1.41070962089941,1.64389790121348,"Longer",0
"31","1",0.493169370364043,0.358324477721908,"Vis/Mix","21",-0.134844892642135,0.584776082481554,3.10843048055604,0.136930639376292,"Shorter",1
"32","1",0.810720092884221,1.15794187072606,"Vis/Mix","21",0.347221777841842,0.28351327464603,-0.317550722520178,1.64389790121348,"Longer",0
"33","2",3.60159985092008,3.52404039142857,"Vis/Mix","21",-0.0775594594915092,0.308236053167151,-2.79087975803586,4.44247019721321,"Longer",0
"34","1",0.493169370364043,0.245995502300502,"Vis/Mix","21",-0.247173868063541,0.520763064878125,3.10843048055604,0.136930639376292,"Shorter",0
"35","2",2.19089023002067,1.73362008394179,"Vis/Mix","21",-0.457270146078879,0.294992798007518,-1.69772085965662,4.44247019721321,"Longer",0
"36","1",0.3,0.469642315147212,"Vis/Mix","21",0.169642315147212,0.265961056796368,1.89089023002067,0.136930639376291,"Shorter",0
"37","1",0.493169370364043,0.565915665771172,"Vis/Mix","21",0.0727462954071291,0.232397680801811,-0.193169370364043,1.64389790121348,"Longer",0
"38","3",5.92066243593828,5.14194991546174,"Vis/Mix","21",-0.778712520476548,0.340972893737925,-5.42749306557424,12.0053328364003,"Longer",0
"39","3",9.73296455223241,7.18974312246428,"Vis/Mix","21",-2.54322142976813,0.416307704036479,-3.81230211629412,1.64389790121348,"Longer",0
"40","3",5.92066243593828,6.1500334931734,"Vis/Mix","21",0.229371057235111,0.389493781317723,3.81230211629412,0.608310284514525,"Shorter",0
"41","1",0.493169370364043,0.533676599923638,"Vis/Mix","21",0.0405072295595949,0.280867004877806,5.42749306557424,0.0832963161977477,"Shorter",0
"42","1",0.3,0.198159617597412,"Vis/Mix","21",-0.101840382402588,0.281799471372506,0.193169370364043,0.608310284514525,"Shorter",0
"43","1",0.810720092884221,0.581663397533703,"Vis/Mix","21",-0.229056695350518,0.266879699609636,-0.510720092884221,2.70240030961407,"Longer",0
"44","1",0.810720092884221,0.885979859922372,"Vis/Mix","21",0.0752597670381513,0.443455333496022,0,1,"Equal",0
"45","2",2.19089023002067,2.37361057126691,"Vis/Mix","21",0.182720341246243,0.391065411152743,-1.38017013713644,2.70240030961407,"Longer",0
"46","1",0.3,0.262110545540054,"Vis/Mix","21",-0.0378894544599462,0.329966208100086,1.89089023002067,0.136930639376291,"Shorter",1
"47","3",16,13.3496675828064,"Vis/Mix","21",-2.65033241719358,0.437471775756411,-15.7,53.3333333333333,"Longer",0
"48","2",3.60159985092008,4.02183320346012,"Vis/Mix","21",0.420233352540039,0.483927109559831,12.3984001490799,0.225099990682505,"Shorter",0
"49","2",3.60159985092008,5.31747925510717,"Vis/Mix","21",1.71587940418709,0.372309722236481,0,1,"Equal",0
"50","2",1.33274105916396,1.71805597465936,"Vis/Mix","21",0.3853149154954,0.353157387692335,2.26885879175612,0.370041402246143,"Shorter",0
"51","3",9.73296455223241,10.261634648672,"Vis/Mix","21",0.528670096439635,0.416884213406627,-8.40022349306844,7.30296743340222,"Longer",0
"52","3",16,12.9816028550049,"Vis/Mix","21",-3.01839714499512,0.373943466973277,-6.2670354477676,1.64389790121348,"Longer",0
"53","2",1.33274105916396,1.12632410179867,"Vis/Mix","21",-0.206416957365292,0.641179163447959,14.667258940836,0.0832963161977477,"Shorter",0
"54","2",2.19089023002067,2.85394079408434,"Vis/Mix","21",0.663050564063672,0.407248027505778,-0.858149170856701,1.64389790121348,"Longer",0
"55","2",1.33274105916396,1.4462449115199,"Vis/Mix","21",0.113503852355933,0.465370115251716,0.858149170856701,0.608310284514525,"Shorter",0
"56","3",16,16.4694834383699,"Vis/Mix","21",0.469483438369924,0.421592325506925,-14.667258940836,12.0053328364003,"Longer",0
"57","3",5.92066243593828,6.3737269651574,"Vis/Mix","21",0.453064529219118,0.421416909726103,10.0793375640617,0.370041402246143,"Shorter",0
"58","2",2.19089023002067,2.59818881924002,"Vis/Mix","21",0.407298589219356,0.375046411208535,3.72977220591762,0.370041402246143,"Shorter",0
"59","2",2.19089023002067,2.42216476589238,"Vis/Mix","21",0.23127453587171,0.358782189650304,0,1,"Equal",0
"60","1",0.493169370364043,0.453460024262313,"Vis/Mix","21",-0.03970934610173,0.456660863141011,1.69772085965662,0.225099990682505,"Shorter",0
"61","1",0.810720092884221,1.0622504601306,"Vis/Mix","21",0.251530367246378,0.315366165405212,-0.317550722520178,1.64389790121348,"Longer",1
"62","3",16,16.0698290232067,"Vis/Mix","21",0.0698290232066832,0.373911320773903,-15.1892799071158,19.7355414531276,"Longer",0
"63","3",5.92066243593828,6.00587414223264,"Vis/Mix","21",0.0852117062943574,0.469154934345424,10.0793375640617,0.370041402246143,"Shorter",0
"64","3",9.73296455223241,9.17383654499281,"Vis/Mix","21",-0.559128007239599,0.448709065379115,-3.81230211629412,1.64389790121348,"Longer",0
"65","2",3.60159985092008,4.69357351134749,"Vis/Mix","21",1.09197366042741,0.45253099943608,6.13136470131233,0.370041402246143,"Shorter",0
"66","1",0.493169370364043,0.469682967213885,"Vis/Mix","21",-0.0234864031501581,0.392295262872509,3.10843048055604,0.136930639376292,"Shorter",0
"67","2",3.60159985092008,3.25347709982088,"Vis/Mix","21",-0.348122751099196,0.356229634752766,-3.10843048055604,7.30296743340222,"Longer",0
"68","1",0.3,0.806332435575314,"Vis/Mix","21",0.506332435575314,0.794186058799096,3.30159985092008,0.0832963161977477,"Shorter",0
"69","1",0.3,0.245835294255812,"Vis/Mix","21",-0.0541647057441879,0.362008288003562,0,1,"Equal",0
"70","1",0.810720092884221,0.51788980465426,"Vis/Mix","21",-0.292830288229961,0.314813151342751,-0.510720092884221,2.70240030961407,"Longer",0
"71","2",1.33274105916396,1.18996073099697,"Vis/Mix","21",-0.142780328166992,0.369155288210749,-0.522020966279744,1.64389790121348,"Longer",0
"72","3",9.73296455223241,8.35818635820033,"Vis/Mix","21",-1.37477819403208,0.320473338059708,-8.40022349306844,7.30296743340222,"Longer",0
"73","2",1.33274105916396,1.1100281199906,"Vis/Mix","21",-0.222712939173362,0.529194064007896,2.26885879175612,0.370041402246143,"Shorter",0
"74","3",16,15.5738462494664,"Vis/Mix","21",-0.426153750533569,0.485649812544569,-14.667258940836,12.0053328364003,"Longer",0
"75","1",0.3,0.358177118865569,"Vis/Mix","21",0.0581771188655693,0.346124301620148,15.7,0.01875,"Shorter",1
"76","1",0.810720092884221,1.22216736961491,"Vis/Mix","21",0.411447276730687,0.379381100379906,-0.510720092884221,2.70240030961407,"Longer",0
"77","3",5.92066243593828,6.08558061109943,"Vis/Mix","21",0.164918175161146,0.373182847827847,-5.10994234305406,7.30296743340222,"Longer",0
"78","2",1.33274105916396,1.65354776451568,"Vis/Mix","21",0.320806705351714,0.353275597367173,4.58792137677432,0.225099990682505,"Shorter",0
"79","2",2.19089023002067,2.7258581469905,"Vis/Mix","21",0.534967916969838,0.406909143777232,-0.858149170856701,1.64389790121348,"Longer",0
"80","1",0.493169370364043,0.213926243050082,"Vis/Mix","21",-0.279243127313961,0.472419672086986,1.69772085965662,0.225099990682505,"Shorter",0
"81","3",9.73296455223241,8.08614709487301,"Vis/Mix","21",-1.6468174573594,0.512848002236604,-9.23979518186836,19.7355414531276,"Longer",0
"82","1",0.493169370364043,0.293703764236852,"Vis/Mix","21",-0.19946560612719,0.408455266415118,9.23979518186836,0.0506700058052638,"Shorter",0
"83","3",16,12.005734336577,"Vis/Mix","21",-3.994265663423,0.501601028860012,-15.506830629636,32.443215174108,"Longer",0
"84","3",5.92066243593828,6.13376248730492,"Vis/Mix","21",0.213100051366636,0.644888372045243,10.0793375640617,0.370041402246143,"Shorter",0
"85","1",0.810720092884221,0.773948579852004,"Vis/Mix","21",-0.0367715130322174,0.379226295588669,5.10994234305406,0.136930639376292,"Shorter",0
"86","1",0.3,0.262347837360721,"Vis/Mix","21",-0.0376521626392788,0.377677815241623,0.510720092884221,0.370041402246143,"Shorter",0
"87","3",9.73296455223241,8.18179076100205,"Vis/Mix","21",-1.55117379123036,0.496822618963813,-9.43296455223241,32.443215174108,"Longer",0
"88","2",2.19089023002067,2.48581080083386,"Vis/Mix","21",0.294920570813195,0.310830901823868,7.54207432221174,0.225099990682505,"Shorter",0
"89","2",3.60159985092008,3.82607753188131,"Vis/Mix","21",0.22447768096123,0.420277869089718,-1.41070962089941,1.64389790121348,"Longer",0
"90","2",1.33274105916396,1.41669158769582,"Vis/Mix","21",0.0839505285318582,0.497270680304354,2.26885879175612,0.370041402246143,"Shorter",1
"91","1",0.493169370364043,0.581892649970541,"Vis/Mix","21",0.0887232796064985,0.312758322242886,0.839571688799922,0.370041402246143,"Shorter",0
"92","3",9.73296455223241,9.12582432969066,"Vis/Mix","21",-0.60714022254175,0.336773823583679,-9.23979518186836,19.7355414531276,"Longer",0
"93","1",0.3,0.358169324746996,"Vis/Mix","21",0.0581693247469956,0.457583916878502,9.43296455223241,0.0308230856477527,"Shorter",0
"94","2",2.19089023002067,2.31016229650413,"Vis/Mix","21",0.119272066483466,0.391202880745771,-1.89089023002067,7.30296743340222,"Longer",0
"95","3",16,17.5733624592358,"Vis/Mix","21",1.57336245923578,0.357833849713632,-13.8091097699793,7.30296743340222,"Longer",0
"96","3",9.73296455223241,7.28583631108631,"Vis/Mix","21",-2.44712824114609,0.448737698291405,6.2670354477676,0.608310284514525,"Shorter",0
"97","2",3.60159985092008,3.84581741539296,"Vis/Mix","21",0.244217564472878,0.40451038352427,6.13136470131233,0.370041402246143,"Shorter",0
"98","3",16,12.0536835018611,"Vis/Mix","21",-3.94631649813892,0.453309596210591,-12.3984001490799,4.44247019721321,"Longer",0
"99","3",5.92066243593828,6.10158182474697,"Vis/Mix","21",0.180919388808688,0.405136924492835,10.0793375640617,0.370041402246143,"Shorter",0
"100","2",2.19089023002067,2.77407758801564,"Vis/Mix","21",0.583187357994978,0.375336495216691,3.72977220591762,0.370041402246143,"Shorter",0
"101","2",1.33274105916396,0.598129975543998,"Vis/Mix","21",-0.734611083619967,0.689536244490881,0.858149170856701,0.608310284514525,"Shorter",0
"102","1",0.493169370364043,0.56603740443461,"Vis/Mix","21",0.0728680340705671,0.328538862167776,0.839571688799922,0.370041402246143,"Shorter",0
"103","1",0.810720092884221,0.565538983973966,"Vis/Mix","21",-0.245181108910255,0.315188559680028,-0.317550722520178,1.64389790121348,"Longer",0
"104","2",3.60159985092008,2.99783634517007,"Vis/Mix","21",-0.603763505750008,0.372236430089346,-2.79087975803586,4.44247019721321,"Longer",0
"105","1",0.3,0.214094560989906,"Vis/Mix","21",-0.0859054390100938,0.298005171690602,3.30159985092008,0.0832963161977477,"Shorter",1
"106","1",0.810720092884221,1.01403537010992,"Vis/Mix","21",0.203315277225702,0.331215589323765,-0.510720092884221,2.70240030961407,"Longer",0
"107","3",5.92066243593828,5.95738013760638,"Vis/Mix","21",0.0367177016680937,0.373325395209831,-5.10994234305406,7.30296743340222,"Longer",0
"108","3",9.73296455223241,9.22194954722363,"Vis/Mix","21",-0.511015005008778,0.368756069023982,-3.81230211629412,1.64389790121348,"Longer",0
"109","1",0.810720092884221,0.72630591885536,"Vis/Mix","21",-0.0844141740288612,0.411155453459433,8.92224445934819,0.0832963161977477,"Shorter",0
"110","1",0.493169370364043,0.502073845502309,"Vis/Mix","21",0.00890447513826648,0.312731058021897,0.317550722520178,0.608310284514525,"Shorter",0
"111","2",3.60159985092008,2.77406134550256,"Vis/Mix","21",-0.82753850541752,0.340572056492478,-3.10843048055604,7.30296743340222,"Longer",0
"112","3",9.73296455223241,8.59814813175035,"Vis/Mix","21",-1.13481642048206,0.369149258652067,-6.13136470131233,2.70240030961407,"Longer",0
"113","3",5.92066243593828,5.22156477725366,"Vis/Mix","21",-0.699097658684623,0.357411480404407,3.81230211629412,0.608310284514525,"Shorter",0
"114","2",1.33274105916396,1.27038503361473,"Vis/Mix","21",-0.0623560255492348,0.401014817921095,4.58792137677432,0.225099990682505,"Shorter",0
"115","2",3.60159985092008,4.35773092487216,"Vis/Mix","21",0.756131073952078,0.420224956943515,-2.26885879175612,2.70240030961407,"Longer",0
"116","1",0.493169370364043,0.294023403082974,"Vis/Mix","21",-0.199145967281069,0.280768964019231,3.10843048055604,0.136930639376292,"Shorter",0
"117","2",1.33274105916396,0.869689213206584,"Vis/Mix","21",-0.46305184595738,0.289333135194028,-0.839571688799922,2.70240030961407,"Longer",0
"118","1",0.810720092884221,0.678273938065104,"Vis/Mix","21",-0.132446154819117,0.331337099765879,0.522020966279744,0.608310284514525,"Shorter",0
"119","1",0.3,0.245804190617491,"Vis/Mix","21",-0.0541958093825088,0.346131256016815,0.510720092884221,0.370041402246143,"Shorter",0
"120","2",2.19089023002067,1.81405497721062,"Vis/Mix","21",-0.376835252810049,0.359270878564933,-1.89089023002067,7.30296743340222,"Longer",1
"121","3",16,16.2933229730297,"Vis/Mix","21",0.293322973029706,0.565591265574756,-13.8091097699793,7.30296743340222,"Longer",0
"122","1",0.3,0.166346283884195,"Vis/Mix","21",-0.133653716115805,0.505773153471819,15.7,0.01875,"Shorter",0
"123","2",2.19089023002067,2.53372460436367,"Vis/Mix","21",0.342834374343004,0.470928767586377,-1.89089023002067,7.30296743340222,"Longer",0
"124","3",5.92066243593828,6.42147983152245,"Vis/Mix","21",0.500817395584162,0.357033573270455,-3.72977220591762,2.70240030961407,"Longer",0
"125","3",16,17.0935497062819,"Vis/Mix","21",1.09354970628191,0.405673198249122,-10.0793375640617,2.70240030961407,"Longer",0
"126","1",0.3,0.406321274862421,"Vis/Mix","21",0.106321274862421,0.298083137967478,15.7,0.01875,"Shorter",0
"127","3",16,16.6134248546441,"Vis/Mix","21",0.613424854644098,0.389676081987989,-15.7,53.3333333333333,"Longer",0
"128","3",5.92066243593828,6.5177705998758,"Vis/Mix","21",0.597108163937518,0.341239254544488,10.0793375640617,0.370041402246143,"Shorter",0
"129","3",9.73296455223241,8.27781498777404,"Vis/Mix","21",-1.45514956445837,0.496600153180077,-3.81230211629412,1.64389790121348,"Longer",0
"130","1",0.493169370364043,0.725962624306703,"Vis/Mix","21",0.23279325394266,0.360457852757251,9.23979518186836,0.0506700058052638,"Shorter",0
"131","2",3.60159985092008,3.28585872006079,"Vis/Mix","21",-0.315741130859293,0.532307475053189,-3.10843048055604,7.30296743340222,"Longer",0
"132","2",1.33274105916396,1.01383042965608,"Vis/Mix","21",-0.318910629507883,0.369069282211712,2.26885879175612,0.370041402246143,"Shorter",0
"133","1",0.3,0.181834138085833,"Vis/Mix","21",-0.118165861914167,0.409649116502987,1.03274105916396,0.225099990682505,"Shorter",0
"134","1",0.493169370364043,0.837527159299498,"Vis/Mix","21",0.344357788935455,0.440714461304893,-0.193169370364043,1.64389790121348,"Longer",0
"135","3",9.73296455223241,9.62180481781979,"Vis/Mix","21",-0.111159734412615,0.3691058521625,-9.23979518186836,19.7355414531276,"Longer",1
"136","3",5.92066243593828,5.2377253846098,"Vis/Mix","21",-0.682937051328482,0.420792560319823,3.81230211629412,0.608310284514525,"Shorter",0
"137","3",16,16.0059079982893,"Vis/Mix","21",0.0059079982893202,0.405710271534179,-10.0793375640617,2.70240030961407,"Longer",0
"138","2",2.19089023002067,2.29405138373113,"Vis/Mix","21",0.103161153710464,0.518480863730877,13.8091097699793,0.136930639376292,"Shorter",0
"139","1",0.810720092884221,1.23795361386874,"Vis/Mix","21",0.427233520984519,0.410987170600638,1.38017013713644,0.370041402246143,"Shorter",0
"140","2",3.60159985092008,4.11791625220576,"Vis/Mix","21",0.51631640128568,0.356345874927742,-2.79087975803586,4.44247019721321,"Longer",0
"141","1",0.810720092884221,0.565768832871981,"Vis/Mix","21",-0.24495126001224,0.459206253084776,2.79087975803586,0.225099990682505,"Shorter",0
"142","2",2.19089023002067,1.92630208177798,"Vis/Mix","21",-0.26458814824269,0.487080239864957,-1.38017013713644,2.70240030961407,"Longer",0
"143","2",1.33274105916396,2.05428806672717,"Vis/Mix","21",0.721547007563203,0.417093025457433,0.858149170856701,0.608310284514525,"Shorter",0
"144","3",9.73296455223241,9.09410215996832,"Vis/Mix","21",-0.638862392264093,0.352991403048543,-8.40022349306844,7.30296743340222,"Longer",0
"145","3",9.73296455223241,12.0217119927584,"Vis/Mix","21",2.28874744052595,0.528704581044474,0,1,"Equal",0
"146","3",5.92066243593828,5.25350591718598,"Vis/Mix","21",-0.667156518752309,0.357140415389294,3.81230211629412,0.608310284514525,"Shorter",0
"147","2",1.33274105916396,1.28590587407598,"Vis/Mix","21",-0.0468351850879853,0.46487396034965,4.58792137677432,0.225099990682505,"Shorter",0
"148","1",0.810720092884221,1.33376551205583,"Vis/Mix","21",0.523045419171613,0.395435522225089,0.522020966279744,0.608310284514525,"Shorter",0
"149","2",2.19089023002067,2.11772552763068,"Vis/Mix","21",-0.0731647023899833,0.422991774499172,-1.38017013713644,2.70240030961407,"Longer",0
"150","1",0.493169370364043,0.566121465664764,"Vis/Mix","21",0.0729520953007216,0.37708151080166,1.69772085965662,0.225099990682505,"Shorter",1
"151","1",0.810720092884221,1.34979344658859,"Vis/Mix","21",0.539073353704371,0.379526850285547,-0.317550722520178,1.64389790121348,"Longer",0
"152","3",16,13.9575625718462,"Vis/Mix","21",-2.0424374281538,0.34151761321117,-15.1892799071158,19.7355414531276,"Longer",0
"153","2",3.60159985092008,4.46987967313544,"Vis/Mix","21",0.868279822215358,0.340247352553946,12.3984001490799,0.225099990682505,"Shorter",0
"154","2",1.33274105916396,2.18159810802899,"Vis/Mix","21",0.848857048865028,0.417296597554668,2.26885879175612,0.370041402246143,"Shorter",0
"155","3",16,19.4616829812512,"Vis/Mix","21",3.4616829812512,0.405553925629636,-14.667258940836,12.0053328364003,"Longer",0
"156","1",0.493169370364043,0.470214546356146,"Vis/Mix","21",-0.0229548240078963,0.360949827068695,15.506830629636,0.0308230856477527,"Shorter",0
"157","1",0.3,0.182025219539355,"Vis/Mix","21",-0.117974780460645,0.313531555751251,0.193169370364043,0.608310284514525,"Shorter",0
"158","1",0.3,0.182003142712347,"Vis/Mix","21",-0.117996857287653,0.345865153510385,0,1,"Equal",0
"159","2",3.60159985092008,3.07290271800593,"Vis/Mix","21",-0.528697132914145,0.70799432345399,-3.30159985092008,12.0053328364003,"Longer",0
"160","3",5.92066243593828,5.8141214262323,"Vis/Mix","21",-0.10654100970598,0.516829438126733,-2.3190625850182,1.64389790121348,"Longer",0
"161","2",2.19089023002067,2.14991991352144,"Vis/Mix","21",-0.0409703164992217,0.5673507805945,3.72977220591762,0.370041402246143,"Shorter",0
"162","1",0.3,0.309710656812967,"Vis/Mix","21",0.0097106568129674,0.345902622767608,1.89089023002067,0.136930639376291,"Shorter",0
"163","3",5.92066243593828,6.3414814935968,"Vis/Mix","21",0.420819057658518,0.341229904273204,-5.62066243593828,19.7355414531276,"Longer",0
"164","1",0.493169370364043,0.934289404340234,"Vis/Mix","21",0.441120033976191,0.313133091678325,5.42749306557424,0.0832963161977477,"Shorter",0
"165","2",2.19089023002067,2.5495162515399,"Vis/Mix","21",0.358626021519233,0.406966551952285,-1.69772085965662,4.44247019721321,"Longer",1
"166","1",0.493169370364043,0.853689706080331,"Vis/Mix","21",0.360520335716288,0.312610549708339,1.69772085965662,0.225099990682505,"Shorter",0
"167","3",16,18.8857018652416,"Vis/Mix","21",2.88570186524156,0.389296197339707,-15.506830629636,32.443215174108,"Longer",0
"168","2",3.60159985092008,3.82948523711457,"Vis/Mix","21",0.227885386194488,0.484523201638753,12.3984001490799,0.225099990682505,"Shorter",0
"169","1",0.810720092884221,0.998037083310919,"Vis/Mix","21",0.187316990426698,0.315234612660934,2.79087975803586,0.225099990682505,"Shorter",0
"170","3",5.92066243593828,5.1417956596888,"Vis/Mix","21",-0.778866776249489,0.42157521810921,-5.10994234305406,7.30296743340222,"Longer",0
"171","2",2.19089023002067,2.35566889936672,"Vis/Mix","21",0.164778669346054,0.455197120281303,3.72977220591762,0.370041402246143,"Shorter",0
"172","1",0.3,0.277956961745076,"Vis/Mix","21",-0.022043038254924,0.521777485096391,1.89089023002067,0.136930639376291,"Shorter",0
"173","3",16,14.1817514268332,"Vis/Mix","21",-1.81824857316679,0.421978335183656,-15.7,53.3333333333333,"Longer",0
"174","1",0.810720092884221,1.62172296534118,"Vis/Mix","21",0.811002872456957,0.378867505356684,15.1892799071158,0.0506700058052638,"Shorter",0
"175","3",9.73296455223241,8.66185460997804,"Vis/Mix","21",-1.07110994225437,0.416824564403976,-8.92224445934819,12.0053328364003,"Longer",0
"176","3",9.73296455223241,9.87779411489828,"Vis/Mix","21",0.144829562665871,0.848811414810223,0,1,"Equal",0
"177","2",1.33274105916396,1.33363885900326,"Vis/Mix","21",0.000897799839293834,0.400989292635785,8.40022349306844,0.136930639376292,"Shorter",0
"178","2",1.33274105916396,1.2216472863438,"Vis/Mix","21",-0.111093772820169,0.384923578082379,0,1,"Equal",0
"179","2",3.60159985092008,3.78207760271835,"Vis/Mix","21",0.180477751798266,0.484080503215468,-2.26885879175612,2.70240030961407,"Longer",0
"180","2",2.19089023002067,2.45409563562862,"Vis/Mix","21",0.263205405607953,0.391330774847523,1.41070962089941,0.608310284514525,"Shorter",1
"181","1",0.810720092884221,0.965590115083614,"Vis/Mix","21",0.154870022199393,0.315234497380661,1.38017013713644,0.370041402246143,"Shorter",0
"182","3",16,13.6853216865384,"Vis/Mix","21",-2.31467831346164,0.437506498277788,-15.1892799071158,19.7355414531276,"Longer",0
"183","2",3.60159985092008,3.22193744720789,"Vis/Mix","21",-0.379662403712187,0.500297055493378,12.3984001490799,0.225099990682505,"Shorter",0
"184","3",5.92066243593828,5.71790512056396,"Vis/Mix","21",-0.202757315374329,0.421170567698281,-2.3190625850182,1.64389790121348,"Longer",0
"185","1",0.810720092884221,0.774018634052482,"Vis/Mix","21",-0.0367014588317395,0.427361860509482,5.10994234305406,0.136930639376292,"Shorter",0
"186","2",1.33274105916396,1.28600421534429,"Vis/Mix","21",-0.0467368438196727,0.337457530712271,-0.522020966279744,1.64389790121348,"Longer",0
"187","3",9.73296455223241,9.09346004698455,"Vis/Mix","21",-0.639504505247862,0.400693041065859,-8.40022349306844,7.30296743340222,"Longer",0
"188","1",0.493169370364043,0.886203408361325,"Vis/Mix","21",0.393034037997282,0.44111657549162,9.23979518186836,0.0506700058052638,"Shorter",0
"189","3",5.92066243593828,6.05425829434898,"Vis/Mix","21",0.133595858410699,0.373236639797396,-5.42749306557424,12.0053328364003,"Longer",0
"190","2",2.19089023002067,2.71031663347458,"Vis/Mix","21",0.519426403453911,0.358554182606388,3.72977220591762,0.370041402246143,"Shorter",0
"191","2",1.33274105916396,2.02191101268545,"Vis/Mix","21",0.689169953521486,0.401021015461737,0.858149170856701,0.608310284514525,"Shorter",0
"192","2",3.60159985092008,3.4934904021211,"Vis/Mix","21",-0.108109448798983,0.372424732057938,-2.26885879175612,2.70240030961407,"Longer",0
"193","1",0.3,0.469957658788189,"Vis/Mix","21",0.169957658788189,0.905882144196948,3.30159985092008,0.0832963161977477,"Shorter",0
"194","1",0.493169370364043,0.54959089566546,"Vis/Mix","21",0.0564215253014175,0.28049029802584,-0.193169370364043,1.64389790121348,"Longer",0
"195","3",9.73296455223241,6.45396492327927,"Vis/Mix","21",-3.27899962895314,0.416827318823232,-9.23979518186836,19.7355414531276,"Longer",1
"196","1",0.3,0.198008163362829,"Vis/Mix","21",-0.101991836637171,0.441977165649587,9.43296455223241,0.0308230856477527,"Shorter",0
"197","3",16,16.7412012754648,"Vis/Mix","21",0.741201275464835,0.501587883944001,-15.7,53.3333333333333,"Longer",0
