"","exp","modality","sample","duration","sub","mRepr","sdRepr","mPrErr","sdProd","mRepErr","sdRepErr","rre","cv","log_dur","block","mean"
"13","Vis/Mix","Vis","Mix",0.3,"34",0.586336042803004,0.283022775081215,0.590629190751591,0.174624353561355,0.286336042803004,0.283022775081215,0.954453476010012,0.482697215283257,-1.73696559416621,1,2.18829630304901
"14","Vis/Mix","Vis","Mix",0.493169370364043,"21",0.586440904364523,0.250354335153671,0.391175472251446,0.130731019346053,0.0932715340004806,0.250354335153671,0.189126777949795,0.426904626349281,-1.01984489489543,1,2.18829630304901
"15","Vis/Mix","Vis","Mix",0.493169370364043,"22",0.764204300006392,0.308067713092117,0.437773256020298,0.122831607860263,0.271034929642349,0.308067713092117,0.549577783880372,0.403122192703627,-1.01984489489543,1,2.18829630304901
"16","Vis/Mix","Vis","Mix",0.493169370364043,"23",1.25663647677861,0.519450946796696,0.591954733022193,0.270283003862364,0.763467106414571,0.519450946796696,1.5480829757351,0.413366121703158,-1.01984489489543,1,2.18829630304901
"17","Vis/Mix","Vis","Mix",0.493169370364043,"24",1.19962970644297,0.633863527941588,0.386491878962133,0.0977933948267263,0.706460336078926,0.633863527941588,1.43249029346133,0.528382653861634,-1.01984489489543,1,2.18829630304901
"18","Vis/Mix","Vis","Mix",0.493169370364043,"25",0.765237366543048,0.219438675776802,0.49564967610598,0.145415462044547,0.272067996179006,0.219438675776802,0.551672533876492,0.28675896574172,-1.01984489489543,1,2.18829630304901
"19","Vis/Mix","Vis","Mix",0.493169370364043,"26",0.714777809707721,0.229245927194039,0.348473830812448,0.0696785104319893,0.221608439343678,0.229245927194039,0.449355642626575,0.320723340988691,-1.01984489489543,1,2.18829630304901
"20","Vis/Mix","Vis","Mix",0.493169370364043,"27",1.21977618000035,0.758673135659704,0.436024760127855,0.122033769467283,0.726606809636309,0.758673135659704,1.47334131700018,0.621977333300184,-1.01984489489543,1,2.18829630304901
"21","Vis/Mix","Vis","Mix",0.493169370364043,"28",1.27166741492084,0.752051569039182,0.553829797692593,0.190160694267849,0.778498044556797,0.752051569039182,1.57856122326115,0.591390138817072,-1.01984489489543,1,2.18829630304901
"22","Vis/Mix","Vis","Mix",0.493169370364043,"29",0.488583573976787,0.132372331504092,0.313192063261037,0.0814187724058314,-0.0045857963872553,0.132372331504092,-0.00929862368352316,0.270930785549457,-1.01984489489543,1,2.18829630304901
"23","Vis/Mix","Vis","Mix",0.493169370364043,"30",0.389384035083155,0.091821744313412,0.40614131258435,0.123432712260301,-0.103785335280888,0.091821744313412,-0.210445622777174,0.235812812134948,-1.01984489489543,1,2.18829630304901
"24","Vis/Mix","Vis","Mix",0.493169370364043,"32",0.997483805281365,0.312427160684346,0.482315965357766,0.13305817275269,0.504314434917322,0.312427160684346,1.02259885796446,0.313215271295776,-1.01984489489543,1,2.18829630304901
"25","Vis/Mix","Vis","Mix",0.493169370364043,"33",0.81504066492026,0.2718036801627,0.448275107738701,0.130319691262195,0.321871294556217,0.2718036801627,0.652658729228503,0.333484808625214,-1.01984489489543,1,2.18829630304901
"26","Vis/Mix","Vis","Mix",0.493169370364043,"34",0.764204300006392,0.308067713092117,0.437773256020298,0.122831607860263,0.271034929642349,0.308067713092117,0.549577783880372,0.403122192703627,-1.01984489489543,1,2.18829630304901
"27","Vis/Mix","Vis","Mix",0.810720092884221,"21",0.970684166066106,0.382956608023258,0.390984840554084,0.0884795854710511,0.159964073181885,0.382956608023258,0.197311099830764,0.394522360012595,-0.302724195624654,1,2.18829630304901
"28","Vis/Mix","Vis","Mix",0.810720092884221,"22",0.946781515862115,0.26632048648545,0.455237776140039,0.11977611034894,0.136061422977894,0.26632048648545,0.167827865834485,0.281290331532239,-0.302724195624654,1,2.18829630304901
"29","Vis/Mix","Vis","Mix",0.810720092884221,"23",2.06599833699222,0.969405903454282,0.452605308675158,0.134355842550174,1.255278244108,0.969405903454282,1.54834973886266,0.469219111214577,-0.302724195624654,1,2.18829630304901
"30","Vis/Mix","Vis","Mix",0.810720092884221,"24",1.84310058251978,0.838225622326488,0.432827091710247,0.113279184797998,1.03238048963556,0.838225622326488,1.27341174678768,0.454791035430369,-0.302724195624654,1,2.18829630304901
"31","Vis/Mix","Vis","Mix",0.810720092884221,"25",1.2401458786186,0.248798292621467,0.515151091876997,0.0837694648962768,0.429425785734378,0.248798292621467,0.529684399712669,0.200620182601908,-0.302724195624654,1,2.18829630304901
"32","Vis/Mix","Vis","Mix",0.810720092884221,"26",1.12479423843186,0.256056591933827,0.359291837454564,0.0391030449432747,0.314074145547635,0.256056591933827,0.387401457425686,0.227647496035196,-0.302724195624654,1,2.18829630304901
"33","Vis/Mix","Vis","Mix",0.810720092884221,"27",1.25332014542667,0.40884725323319,0.434753257605466,0.146715830347257,0.442600052542453,0.40884725323319,0.545934480256753,0.326211347296268,-0.302724195624654,1,2.18829630304901
"34","Vis/Mix","Vis","Mix",0.810720092884221,"28",1.54467293096965,0.682277393884419,0.562208068332909,0.143544754415441,0.733952838085429,0.682277393884419,0.905309791292226,0.441696996305961,-0.302724195624654,1,2.18829630304901
"35","Vis/Mix","Vis","Mix",0.810720092884221,"29",0.795401810527124,0.14688871044576,0.327322518747416,0.0533604355863947,-0.0153182823570974,0.14688871044576,-0.0188946622780756,0.184672336046627,-0.302724195624654,1,2.18829630304901
"36","Vis/Mix","Vis","Mix",0.810720092884221,"30",0.560013699374031,0.159923142174531,0.392509640700058,0.0611803102981256,-0.25070639351019,0.159923142174531,-0.30923915135528,0.285570053649204,-0.302724195624654,1,2.18829630304901
"37","Vis/Mix","Vis","Mix",0.810720092884221,"32",1.29469896460801,0.261132949306446,0.443060248531393,0.117214321138936,0.483978871723794,0.261132949306446,0.596974067833929,0.20169395082934,-0.302724195624654,1,2.18829630304901
"38","Vis/Mix","Vis","Mix",0.810720092884221,"33",1.34994959934284,0.431562063160649,0.430214168759897,0.114717714037139,0.539229506458622,0.431562063160649,0.665124142341479,0.31968753749824,-0.302724195624654,1,2.18829630304901
"39","Vis/Mix","Vis","Mix",0.810720092884221,"34",0.946781515862115,0.26632048648545,0.455237776140039,0.11977611034894,0.136061422977894,0.26632048648545,0.167827865834485,0.281290331532239,-0.302724195624654,1,2.18829630304901
"40","Vis/Mix","Vis","Mix",1.33274105916396,"21",1.40711646805903,0.353762183636859,0.416100318283424,0.09977210820473,0.0743754088950654,0.353762183636859,0.0558063461642891,0.251409312354106,0.414396503646122,2,2.18829630304901
"41","Vis/Mix","Vis","Mix",1.33274105916396,"22",1.3929654946568,0.325767988229456,0.455628269810399,0.0896973307278801,0.060224435492833,0.325767988229456,0.0451883995609861,0.233866516779527,0.414396503646122,2,2.18829630304901
"42","Vis/Mix","Vis","Mix",1.33274105916396,"23",2.33407825266819,0.926975338544419,0.505180039115402,0.224985688999235,1.00133719350423,0.926975338544419,0.751336643092824,0.39714835502398,0.414396503646122,2,2.18829630304901
"43","Vis/Mix","Vis","Mix",1.33274105916396,"24",2.94228241886841,0.982459606820769,0.477103013882503,0.144668004644502,1.60954135970444,0.982459606820769,1.20769248357525,0.333910708408005,0.414396503646122,2,2.18829630304901
"44","Vis/Mix","Vis","Mix",1.33274105916396,"25",1.78539231109086,0.386854078345117,0.516338773549116,0.0998823751603933,0.452651251926896,0.386854078345117,0.339639308637228,0.216677352054212,0.414396503646122,2,2.18829630304901
"45","Vis/Mix","Vis","Mix",1.33274105916396,"26",1.52208938702185,0.455539254583375,0.360324038591015,0.0585410981926423,0.189348327857883,0.455539254583375,0.142074356121858,0.299285481173148,0.414396503646122,2,2.18829630304901
"46","Vis/Mix","Vis","Mix",1.33274105916396,"27",1.74659203159303,0.735481752685346,0.419336473359011,0.215412337698167,0.413850972429062,0.735481752685346,0.310526166792425,0.42109533272892,0.414396503646122,2,2.18829630304901
"47","Vis/Mix","Vis","Mix",1.33274105916396,"28",2.36997236553622,1.57891237762667,0.568610551845043,0.12774041287642,1.03723130637225,1.57891237762667,0.77826919133332,0.66621552242,0.414396503646122,2,2.18829630304901
"48","Vis/Mix","Vis","Mix",1.33274105916396,"29",1.27361909914322,0.298205154184833,0.359622607962458,0.0633440757311989,-0.0591219600207426,0.298205154184833,-0.0443611754993353,0.234139982970921,0.414396503646122,2,2.18829630304901
"49","Vis/Mix","Vis","Mix",1.33274105916396,"30",0.89922262109479,0.256056508067608,0.369719790669768,0.0496579679571893,-0.433518438069175,0.256056508067608,-0.325283321233551,0.284753187987934,0.414396503646122,2,2.18829630304901
"50","Vis/Mix","Vis","Mix",1.33274105916396,"32",1.69292846653085,0.298792678298243,0.407704756267134,0.100339832373893,0.360187407366889,0.298792678298243,0.270260606807474,0.176494567966317,0.414396503646122,2,2.18829630304901
"51","Vis/Mix","Vis","Mix",1.33274105916396,"33",2.61658345416162,1.26169814254286,0.453468908048871,0.0765641915427653,1.28384239499766,1.26169814254286,0.963309703839256,0.482192968290827,0.414396503646122,2,2.18829630304901
"52","Vis/Mix","Vis","Mix",1.33274105916396,"34",1.3929654946568,0.325767988229456,0.455628269810399,0.0896973307278801,0.060224435492833,0.325767988229456,0.0451883995609861,0.233866516779527,0.414396503646122,2,2.18829630304901
"53","Vis/Mix","Vis","Mix",2.19089023002067,"21",2.46013012378341,0.383525918306004,0.403300215540587,0.0808357710608934,0.269239893762742,0.383525918306004,0.122890635995123,0.155896598557227,1.1315172029169,2,2.18829630304901
"54","Vis/Mix","Vis","Mix",2.19089023002067,"22",1.90011428947405,0.420024064970195,0.475778180368746,0.106574924567512,-0.290775940546616,0.420024064970195,-0.132720451514302,0.221052000554376,1.1315172029169,2,2.18829630304901
"55","Vis/Mix","Vis","Mix",2.19089023002067,"23",3.06375341695701,1.10546134171175,0.451732957307375,0.105031176748856,0.872863186936349,1.10546134171175,0.398405714250739,0.360819292960501,1.1315172029169,2,2.18829630304901
"56","Vis/Mix","Vis","Mix",2.19089023002067,"24",3.42494895375722,1.29833018746211,0.446644442652662,0.11702906797004,1.23405872373656,1.29833018746211,0.563268166897123,0.379080157103604,1.1315172029169,2,2.18829630304901
"57","Vis/Mix","Vis","Mix",2.19089023002067,"25",2.68694712009662,0.518566943465698,0.460824700938134,0.0608938381399278,0.496056890075951,0.518566943465698,0.226417957083716,0.192994845185882,1.1315172029169,2,2.18829630304901
"58","Vis/Mix","Vis","Mix",2.19089023002067,"26",2.54505494105567,0.690004409776194,0.390452136736448,0.0726395588310648,0.354164711035,0.690004409776194,0.161653334421807,0.271115722747418,1.1315172029169,2,2.18829630304901
"59","Vis/Mix","Vis","Mix",2.19089023002067,"27",1.96857057334592,0.639683005442265,0.367991673150671,0.0560407739229306,-0.222319656674743,0.639683005442265,-0.101474575781301,0.324947966866646,1.1315172029169,2,2.18829630304901
"60","Vis/Mix","Vis","Mix",2.19089023002067,"28",2.99987323432874,1.16521853338599,0.585979841769393,0.195385706068116,0.808983004308076,1.16521853338599,0.36924853341486,0.388422590678811,1.1315172029169,2,2.18829630304901
"61","Vis/Mix","Vis","Mix",2.19089023002067,"29",1.95203507212591,0.439717788452077,0.350361696786916,0.078179707022095,-0.238855157894756,0.439717788452077,-0.109021964962847,0.225261213146746,1.1315172029169,2,2.18829630304901
"62","Vis/Mix","Vis","Mix",2.19089023002067,"30",1.45342350275981,0.480913785262182,0.410238895845495,0.09840315640925,-0.737466727260856,0.480913785262182,-0.336605968275234,0.330883451622329,1.1315172029169,2,2.18829630304901
"63","Vis/Mix","Vis","Mix",2.19089023002067,"32",2.38036016527958,0.303814292720007,0.383093116380846,0.0840909069415264,0.189469935258913,0.303814292720007,0.0864807979252918,0.127633749359238,1.1315172029169,2,2.18829630304901
"64","Vis/Mix","Vis","Mix",2.19089023002067,"33",3.27205538183747,0.991822060692455,0.464087989754445,0.0765267528627168,1.08116515181681,0.991822060692455,0.493482118365469,0.303118971090117,1.1315172029169,2,2.18829630304901
"65","Vis/Mix","Vis","Mix",2.19089023002067,"34",1.90011428947405,0.420024064970195,0.475778180368746,0.106574924567512,-0.290775940546616,0.420024064970195,-0.132720451514302,0.221052000554376,1.1315172029169,2,2.18829630304901
"66","Vis/Mix","Vis","Mix",3.60159985092008,"21",3.79082222906574,0.56225537533165,0.410927038026309,0.0801164813360668,0.189222378145661,0.56225537533165,0.0525384234723691,0.148320164164021,1.84863790218767,2,2.18829630304901
"67","Vis/Mix","Vis","Mix",3.60159985092008,"22",2.91603215181544,0.731124661263976,0.505036314869719,0.119642091473298,-0.685567699104637,0.731124661263976,-0.190350879465274,0.250725857329384,1.84863790218767,2,2.18829630304901
"68","Vis/Mix","Vis","Mix",3.60159985092008,"23",4.32489260374765,1.4791549769589,0.450618657483789,0.0870118450680084,0.723292752827574,1.4791549769589,0.20082540614355,0.342009643355575,1.84863790218767,2,2.18829630304901
"69","Vis/Mix","Vis","Mix",3.60159985092008,"24",4.4692429189931,1.42295716823814,0.417174077998494,0.0931713279422208,0.867643068073018,1.42295716823814,0.240904904483313,0.318388862281562,1.84863790218767,2,2.18829630304901
"70","Vis/Mix","Vis","Mix",3.60159985092008,"25",3.98719448338297,0.810493167183628,0.4941872911118,0.0760131038122375,0.38559463246289,0.810493167183628,0.107062041432611,0.203274049099295,1.84863790218767,2,2.18829630304901
"71","Vis/Mix","Vis","Mix",3.60159985092008,"26",3.79072200608574,1.14253985088184,0.394070907635582,0.0605153231807249,0.189122155165657,1.14253985088184,0.0525105961222604,0.301404283681993,1.84863790218767,2,2.18829630304901
"72","Vis/Mix","Vis","Mix",3.60159985092008,"27",2.97069585036954,0.757773664077399,0.395214812997481,0.0916897684227513,-0.630904000550537,0.757773664077399,-0.175173263734272,0.255082883689737,1.84863790218767,2,2.18829630304901
"73","Vis/Mix","Vis","Mix",3.60159985092008,"28",3.77631533737336,1.33817461466457,0.619572932909496,0.147061054441997,0.174715486453284,1.33817461466457,0.0485105213475202,0.354359870697488,1.84863790218767,2,2.18829630304901
"74","Vis/Mix","Vis","Mix",3.60159985092008,"29",3.01976625273289,0.997786076322148,0.391750986459068,0.0871521034795642,-0.581833598187194,0.997786076322148,-0.161548651230246,0.330418314801403,1.84863790218767,2,2.18829630304901
"75","Vis/Mix","Vis","Mix",3.60159985092008,"30",2.69607876956534,1.29563856632783,0.399847205296968,0.0672451554708203,-0.905521081354739,1.29563856632783,-0.251421901054169,0.480564062502042,1.84863790218767,2,2.18829630304901
"76","Vis/Mix","Vis","Mix",3.60159985092008,"32",3.56576124545404,0.974611682389581,0.387041717489718,0.0790382607771144,-0.0358386054660387,0.974611682389581,-0.00995074604328495,0.273324997188778,1.84863790218767,2,2.18829630304901
"77","Vis/Mix","Vis","Mix",3.60159985092008,"33",5.03262627424328,1.25209113846586,0.480968747612587,0.0669902451642441,1.4310264233232,1.25209113846586,0.39733076481487,0.248794778359362,1.84863790218767,2,2.18829630304901
"78","Vis/Mix","Vis","Mix",3.60159985092008,"34",2.91603215181544,0.731124661263976,0.505036314869719,0.119642091473298,-0.685567699104637,0.731124661263976,-0.190350879465274,0.250725857329384,1.84863790218767,2,2.18829630304901
"79","Vis/Mix","Vis","Mix",5.92066243593828,"21",5.81518640590378,0.749014496975941,0.408493079237473,0.0788371402487823,-0.105476030034499,0.749014496975941,-0.0178149035138809,0.128803179243836,2.56575860145845,3,2.18829630304901
"80","Vis/Mix","Vis","Mix",5.92066243593828,"22",4.4969586940539,1.26235476160013,0.483899640670018,0.113035805762028,-1.42370374188439,1.26235476160013,-0.240463589554193,0.280712999047396,2.56575860145845,3,2.18829630304901
"81","Vis/Mix","Vis","Mix",5.92066243593828,"23",4.964884722506,1.76436997914603,0.511184744258098,0.180525692349664,-0.955777713432284,1.76436997914603,-0.161430874293852,0.355369777499178,2.56575860145845,3,2.18829630304901
"82","Vis/Mix","Vis","Mix",5.92066243593828,"24",5.27736344445944,1.26129726628528,0.405009087149209,0.064990494135259,-0.643298991478843,1.26129726628528,-0.108653212109178,0.23900140279508,2.56575860145845,3,2.18829630304901
"83","Vis/Mix","Vis","Mix",5.92066243593828,"25",5.61063722924109,0.895249893452922,0.474401330051793,0.0557684193112982,-0.310025206697192,0.895249893452922,-0.0523632634104161,0.159562961723336,2.56575860145845,3,2.18829630304901
"84","Vis/Mix","Vis","Mix",5.92066243593828,"26",4.84363092912833,1.33546518949008,0.400298509162876,0.0963068213848719,-1.07703150680996,1.33546518949008,-0.181910642341708,0.275715720093151,2.56575860145845,3,2.18829630304901
"85","Vis/Mix","Vis","Mix",5.92066243593828,"27",4.22508280703849,1.24901038304233,0.381247402219003,0.0506062598764592,-1.69557962889979,1.24901038304233,-0.286383432132132,0.295617965395052,2.56575860145845,3,2.18829630304901
"86","Vis/Mix","Vis","Mix",5.92066243593828,"28",4.97035965892162,2.09551646880316,0.602272498770965,0.134420042613616,-0.95030277701667,2.09551646880316,-0.16050615742731,0.421602582630371,2.56575860145845,3,2.18829630304901
"87","Vis/Mix","Vis","Mix",5.92066243593828,"29",4.35403205532172,1.20456789784079,0.37634839003523,0.0684719729258072,-1.56663038061657,1.20456789784079,-0.264603901601813,0.276655725666628,2.56575860145845,3,2.18829630304901
"88","Vis/Mix","Vis","Mix",5.92066243593828,"30",4.71614368492725,1.84843093126756,0.40296530796193,0.0946926443470528,-1.20451875101103,1.84843093126756,-0.20344324035426,0.391936941441188,2.56575860145845,3,2.18829630304901
"89","Vis/Mix","Vis","Mix",5.92066243593828,"32",4.78425374885503,1.48991162040451,0.360127124531286,0.0691343136667359,-1.13640868708325,1.48991162040451,-0.191939449238869,0.31141985743567,2.56575860145845,3,2.18829630304901
"90","Vis/Mix","Vis","Mix",5.92066243593828,"33",5.76469092661076,1.15987493168439,0.458175910906068,0.105793316372308,-0.15597150932752,1.15987493168439,-0.026343590943604,0.201203316266309,2.56575860145845,3,2.18829630304901
"91","Vis/Mix","Vis","Mix",5.92066243593828,"34",4.4969586940539,1.26235476160013,0.483899640670018,0.113035805762028,-1.42370374188439,1.26235476160013,-0.240463589554193,0.280712999047396,2.56575860145845,3,2.18829630304901
"92","Vis/Mix","Vis","Mix",9.73296455223241,"21",8.92528481004677,1.43246075400993,0.429560238277589,0.0973057249458543,-0.807679742185636,1.43246075400993,-0.0829839395644755,0.160494682746424,3.28287930072922,3,2.18829630304901
"93","Vis/Mix","Vis","Mix",9.73296455223241,"22",7.16027179565041,1.47998735643397,0.526194537060372,0.129700844176025,-2.572692756582,1.47998735643397,-0.264327763938266,0.206694298578582,3.28287930072922,3,2.18829630304901
"94","Vis/Mix","Vis","Mix",9.73296455223241,"23",5.83448169480225,1.99242779613368,0.503605469108702,0.101689399527446,-3.89848285743016,1.99242779613368,-0.400544236702884,0.341491824013891,3.28287930072922,3,2.18829630304901
"95","Vis/Mix","Vis","Mix",9.73296455223241,"24",6.49411308281815,1.25956658870625,0.460966483874889,0.0747477685498381,-3.23885146941426,1.25956658870625,-0.332771320807018,0.19395513638941,3.28287930072922,3,2.18829630304901
"96","Vis/Mix","Vis","Mix",9.73296455223241,"25",8.78976827651089,1.5404649070029,0.499819892928315,0.0798458009194141,-0.943196275721519,1.5404649070029,-0.0969073986306857,0.175256600463465,3.28287930072922,3,2.18829630304901
"97","Vis/Mix","Vis","Mix",9.73296455223241,"26",6.95936323843431,1.25940919446325,0.386297983103824,0.053892362725476,-2.77360131379809,1.25940919446325,-0.284969836159726,0.180966153269303,3.28287930072922,3,2.18829630304901
"98","Vis/Mix","Vis","Mix",9.73296455223241,"27",5.95565184644207,1.91261485325131,0.448951478280329,0.131962001721405,-3.77731270579034,1.91261485325131,-0.388094776829733,0.321142824087999,3.28287930072922,3,2.18829630304901
"99","Vis/Mix","Vis","Mix",9.73296455223241,"28",5.83032362075113,1.82495246495415,0.649137217966689,0.198803677129032,-3.90264093148128,1.82495246495415,-0.400971452278242,0.313010491983469,3.28287930072922,3,2.18829630304901
"100","Vis/Mix","Vis","Mix",9.73296455223241,"29",6.37218561110943,1.44915154955585,0.409717433095894,0.0650272869399422,-3.36077894112298,1.44915154955585,-0.345298590484657,0.227418289107801,3.28287930072922,3,2.18829630304901
"101","Vis/Mix","Vis","Mix",9.73296455223241,"30",7.16752808061154,2.37008054771458,0.411116259578676,0.12912929099678,-2.56543647162087,2.37008054771458,-0.263582226962128,0.330669168095169,3.28287930072922,3,2.18829630304901
"102","Vis/Mix","Vis","Mix",9.73296455223241,"32",6.30751384576073,1.94973638454569,0.362333263096171,0.0556840913365511,-3.42545070647168,1.94973638454569,-0.351943201692438,0.309113294433131,3.28287930072922,3,2.18829630304901
"103","Vis/Mix","Vis","Mix",9.73296455223241,"33",9.35027276235098,2.62192837860209,0.510072746700178,0.0699432681455843,-0.382691789881433,2.62192837860209,-0.0393191393873572,0.280411967141678,3.28287930072922,3,2.18829630304901
"104","Vis/Mix","Vis","Mix",9.73296455223241,"34",7.16027179565041,1.47998735643397,0.526194537060372,0.129700844176025,-2.572692756582,1.47998735643397,-0.264327763938266,0.206694298578582,3.28287930072922,3,2.18829630304901
"105","Vis/Mix","Vis","Mix",16,"21",15.2674285237133,2.38329504231959,0.455967762879653,0.107094206006002,-0.73257147628672,2.38329504231959,-0.0457857172679199,0.156103238906137,4,3,2.18829630304901
"106","Vis/Mix","Vis","Mix",16,"22",11.7980832343451,2.67241155982975,0.575361132608264,0.193863785505419,-4.20191676565488,2.67241155982975,-0.26261979785343,0.226512350078202,4,3,2.18829630304901
"107","Vis/Mix","Vis","Mix",16,"23",8.90001373163011,4.0311313799292,0.556791316535138,0.183345794111443,-7.0999862683699,4.0311313799292,-0.443749141773118,0.452935411279513,4,3,2.18829630304901
"108","Vis/Mix","Vis","Mix",16,"24",7.7278509964367,1.83877182922269,0.481962447156158,0.134415235174007,-8.27214900356331,1.83877182922269,-0.517009312722707,0.237940901043582,4,3,2.18829630304901
"109","Vis/Mix","Vis","Mix",16,"25",13.2917671938544,1.79484658302363,0.500924638065367,0.0511018692599413,-2.70823280614566,1.79484658302363,-0.169264550384104,0.13503445831142,4,3,2.18829630304901
"110","Vis/Mix","Vis","Mix",16,"26",9.51387983428316,2.01430274611897,0.39164429867268,0.0515315976782299,-6.48612016571686,2.01430274611897,-0.405382510357303,0.211722533940407,4,3,2.18829630304901
"111","Vis/Mix","Vis","Mix",16,"27",8.63041906064459,2.51820442592853,0.424272973759712,0.0660192407489886,-7.36958093935542,2.51820442592853,-0.460598808709713,0.291782404566164,4,3,2.18829630304901
"112","Vis/Mix","Vis","Mix",16,"28",6.53607481905469,2.75485728229229,0.648354770989238,0.198331538646172,-9.46392518094532,2.75485728229229,-0.591495323809082,0.421484967439636,4,3,2.18829630304901
"113","Vis/Mix","Vis","Mix",16,"29",9.41673219838206,2.77958579980488,0.425761411370321,0.0879645831786124,-6.58326780161795,2.77958579980488,-0.411454237601121,0.29517519891693,4,3,2.18829630304901
"114","Vis/Mix","Vis","Mix",16,"30",12.2632325391491,3.19840460903346,0.433971507014695,0.108580761817927,-3.73676746085092,3.19840460903346,-0.233547966303182,0.260812522214097,4,3,2.18829630304901
"115","Vis/Mix","Vis","Mix",16,"32",9.36012307695119,2.35515378423646,0.393754097700757,0.0488794594038402,-6.63987692304883,2.35515378423646,-0.414992307690551,0.251615685485579,4,3,2.18829630304901
"116","Vis/Mix","Vis","Mix",16,"33",14.8769849068072,3.21671970395374,0.546214476040206,0.0937360332598388,-1.12301509319279,3.21671970395374,-0.0701884433245491,0.216221211764615,4,3,2.18829630304901
"117","Vis/Mix","Vis","Mix",16,"34",11.7980832343451,2.67241155982975,0.575361132608264,0.193863785505419,-4.20191676565488,2.67241155982975,-0.26261979785343,0.226512350078202,4,3,2.18829630304901
"118","Aud/Mix","Aud","Mix",0.3,"61",0.316906559270744,0.0518150246251388,0.303164977674654,0.0487271582224399,0.0169065592707435,0.0518150246251388,0.0563551975691448,0.163502531296209,-1.73696559416621,1,2.18829630304901
"119","Aud/Mix","Aud","Mix",0.3,"62",0.374224165184205,0.0832518977911743,0.483192525143992,0.0936048936374636,0.074224165184205,0.0832518977911743,0.24741388394735,0.222465317679833,-1.73696559416621,1,2.18829630304901
"120","Aud/Mix","Aud","Mix",0.3,"63",0.371920698586736,0.105800401366258,0.325087509835543,0.05135306821785,0.0719206985867363,0.105800401366258,0.239735661955788,0.284470323292815,-1.73696559416621,1,2.18829630304901
"121","Aud/Mix","Aud","Mix",0.3,"64",0.322512587548529,0.0791167383124444,0.449004134857629,0.0653921476985835,0.0225125875485294,0.0791167383124444,0.0750419584950978,0.245313644697789,-1.73696559416621,1,2.18829630304901
"122","Aud/Mix","Aud","Mix",0.3,"65",0.274738660513622,0.0699716208798925,0.272807984970625,0.0324230202274627,-0.0252613394863781,0.0699716208798925,-0.0842044649545937,0.25468429069677,-1.73696559416621,1,2.18829630304901
"123","Aud/Mix","Aud","Mix",0.3,"66",0.398070965379429,0.12772861721393,0.434989982957995,0.0961656747458796,0.0980709653794292,0.12772861721393,0.32690321793143,0.320868961372711,-1.73696559416621,1,2.18829630304901
